census_tract_GEOID,total-households,total-renter-occupied-households,total-owner-occupied-households,total-owner-occupied-households-mortgage,median-gross-rent,median-household-income,median-property-value,median-monthly-housing-cost,pct-white,pct-af-am,pct-hispanic,pct-am-indian,pct-asian,pct-nh-pi,pct-multiple,pct-other,pct-below-poverty-level,households-children,single-parent-household,older-adult-alone,level-of-education,immigrant-status,english-fluency,drive-to-work,public-transport-to-work,vacant-properties,live-in-mobile-home,pct-renter-occupied,pct-owner-occupied,pct-owner-occupied-mortgage,pct-owner-occupied-without-mortgage,median-house-age,pct-non-white,pct-without-health-insurance,total-evictions,avg-evictions,total-foreclosure-sales,avg-foreclosure-sales,total-lien-foreclosures,avg-lien-foreclosures,avg-foreclosure-rate,avg-lien-foreclosure-rate,avg-eviction-rate,ratio-to-mean-foreclosure-rate,ratio-to-mean-eviction-rate,avg-housing-loss-rate,evictions-pct-total-housing-loss,housing-loss-index,county_GEOID,county,state
12057013922,2236,474,1762,1330,1996,127733,318900,2310,1894,137,306,0,98,0,36,71,-888888888,954,64,222,377,541,5749,2705,22,121,28,21.19856887298748,78.80143112701252,59.48121645796064,19.32021466905188,666668687,-1794,2.8979361040429743,9.935483865999998,3.311827955333333,17.0,5.666666666666667,16.0,5.333333333333333,0.4260651629072682,0.3026863412788497,0.6986978808720111,0.6037112633575011,0.3084405468238275,0.4976992584257205,0.3688622753327003,0.3280847191025671,12057,Hillsborough County,Florida
12057013923,2577,445,2132,1804,1818,110223,341600,2258,2195,117,335,0,153,0,103,9,-888888888,1258,11,170,500,499,6659,2969,58,256,147,17.26814124951494,82.73185875048506,70.00388048117966,12.727978269305392,12,-2095,2.617924528301887,19.904761912,6.634920637333334,16.0,5.333333333333333,14.0,4.666666666666667,0.2956393200295639,0.2188868042526579,1.4909934016479405,0.4189049068816885,0.6581998209885105,0.5321589137690825,0.5543766579147676,0.3508006186187918,12057,Hillsborough County,Florida
12057014007,1705,632,1073,952,1363,81222,216600,1596,1095,464,369,19,30,0,45,52,-888888888,572,59,127,379,312,3942,2292,0,125,34,37.06744868035191,62.93255131964809,55.83577712609971,7.096774193548387,14,-995,11.451612903225806,40.523809552,13.507936517333333,32.0,10.666666666666666,21.0,7.0,1.1204481792717087,0.65237651444548,2.1373317274261603,1.587614394988584,0.9435262146902113,1.5261744434343434,0.5587655943934411,1.0060583878695948,12057,Hillsborough County,Florida
12057014008,2118,423,1695,652,1954,53261,184200,1158,2015,59,16,0,0,0,44,0,-888888888,0,174,687,61,99,3312,411,36,300,0,19.97167138810198,80.02832861189802,30.7837582625118,49.244570349386215,32,-1915,4.363636363636364,1.0,0.5,3.0,1.5,4.0,1.3333333333333333,0.2300613496932515,0.0786627335299901,0.1182033096926714,0.3259844741243814,0.0521809132045619,0.1860465116279069,0.25,0.1226423718221476,12057,Hillsborough County,Florida
12057014009,971,507,464,219,2931,67950,218600,1350,938,0,10,0,27,0,6,0,-888888888,62,152,317,17,133,1730,313,0,142,0,52.21421215242018,47.78578784757981,22.55406797116375,25.231719876416065,26,-838,0.0,4.5,2.25,2.0,1.0,2.0,2.0,0.45662100456621,0.4310344827586206,0.4437869822485207,0.6470072363138407,0.1959099966171276,0.4476584022038568,0.6923076923076923,0.2950976491416172,12057,Hillsborough County,Florida
12057014010,1539,195,1344,506,1231,38110,139600,849,1514,0,58,0,0,0,8,17,-888888888,0,174,528,45,73,2269,349,0,316,0,12.670565302144247,87.32943469785575,32.878492527615336,54.45094217024041,53,-1414,1.7142857142857144,3.0,1.5,6.0,2.0,2.0,1.0,0.3952569169960474,0.0744047619047619,0.7692307692307693,0.5600576472439965,0.3395773274696879,0.4992867332382311,0.4285714285714285,0.3291311868622185,12057,Hillsborough County,Florida
12057014011,2380,391,1989,722,1065,33795,109800,1069,2297,42,136,26,15,0,0,0,-888888888,0,342,881,16,339,3138,445,0,516,0,16.428571428571427,83.57142857142857,30.33613445378151,53.23529411764706,38,-2197,3.233900195149149,3.10855335,1.554276675,2.0,1.0,11.0,3.6666666666666665,0.1385041551246537,0.1843472431707725,0.397513216112532,0.1962528874691567,0.1754824182297863,0.2294947596585803,0.6084997330995868,0.1512835763433908,12057,Hillsborough County,Florida
12057014012,1775,187,1588,504,1455,47120,170900,1335,1759,8,8,0,0,0,0,8,-888888888,0,152,604,25,97,2822,298,0,407,0,10.535211267605634,89.46478873239437,28.394366197183096,61.070422535211264,19,-1659,2.0471894517696043,0.518092225,0.518092225,1.0,1.0,7.0,2.333333333333333,0.1984126984126984,0.1469353484466835,0.277054665775401,0.2811400491125617,0.1223059278571238,0.2196949674384949,0.3412784918254883,0.14482352637675,12057,Hillsborough County,Florida
12057014013,407,156,251,145,839,46328,114300,932,296,6,218,0,4,0,6,95,-888888888,89,0,33,129,103,693,652,0,45,193,38.32923832923833,61.67076167076168,35.62653562653563,26.044226044226043,34,-196,31.622746185852986,16.783783794,5.5945945980000005,1.0,1.0,,,0.6896551724137931,,3.586278588461539,0.9772040327774562,1.5831645682209945,2.190895215282392,0.8483606558160105,1.4442441476861465,12057,Hillsborough County,Florida
12057014014,1405,553,852,279,2389,36128,214000,1258,1366,28,46,4,7,0,0,0,-888888888,0,215,615,9,92,1904,150,0,309,0,39.3594306049822,60.6405693950178,19.8576512455516,40.78291814946619,38,-1266,0.0,0.75,0.75,2.0,2.0,,,0.7168458781362007,,0.1356238698010849,1.0157317903421583,0.0598712286225941,0.3305288461538461,0.2727272727272727,0.2178855238577066,12057,Hillsborough County,Florida
12057014015,999,66,933,359,1263,56838,215600,1179,932,19,33,0,21,0,11,16,-888888888,0,124,163,0,159,1672,184,0,128,17,6.606606606606606,93.3933933933934,35.93593593593594,57.45745745745746,28,-832,2.0065075921908893,,,1.0,1.0,3.0,3.0,0.2785515320334262,0.3215434083601286,,0.3946924366371341,,,,,12057,Hillsborough County,Florida
12057014016,576,17,559,182,1854,74286,279800,1715,540,20,12,5,11,0,0,0,-888888888,0,53,98,5,62,970,106,0,88,0,2.951388888888889,97.04861111111111,31.59722222222222,65.45138888888889,18,-440,3.298774740810556,,,1.0,1.0,,,0.5494505494505495,,,0.7785416744655558,,,,,12057,Hillsborough County,Florida
12057014117,1360,287,1073,734,1271,94808,428400,2601,1254,20,73,20,43,0,13,10,-888888888,145,56,107,203,173,2702,1520,0,208,0,21.102941176470587,78.8970588235294,53.97058823529412,24.926470588235293,38,-1154,5.4,6.375,2.125,15.0,5.0,4.0,1.3333333333333333,0.6811989100817438,0.1242621932277104,0.740418118466899,0.9652219669804571,0.3268579676428617,0.697845249755142,0.2982456140350877,0.460021506696994,12057,Hillsborough County,Florida
12057014119,2541,268,2273,1765,1728,101932,262700,1784,2004,204,466,12,127,0,69,125,-888888888,915,68,214,520,668,5700,3291,0,201,24,10.547028728846913,89.45297127115309,69.46084218811491,19.99212908303817,12,-1904,6.835476252951982,24.561403496000004,8.187134498666667,33.0,11.0,25.0,8.333333333333334,0.623229461756374,0.3666226719460332,3.0549009323383087,0.8830823978923753,1.348587622574531,0.9437842842433186,0.4266991769529525,0.6221451942058683,12057,Hillsborough County,Florida
12057014121,1929,412,1517,1135,1757,103598,225800,1659,1718,88,298,18,53,0,46,6,-888888888,386,47,134,294,465,4189,2461,2,320,87,21.358216692586836,78.64178330741318,58.83877656817004,19.80300673924313,15,-1618,5.643138659978502,15.833333346000002,5.277777782,19.0,6.333333333333333,7.0,3.5,0.5580029368575624,0.2307185234014502,1.2810140247572817,0.7906599442883675,0.5655043146717462,0.7505566331825038,0.4545454547438017,0.4947689955318698,12057,Hillsborough County,Florida
12057014118,1935,227,1708,1057,2206,85256,304700,2217,1807,94,108,6,0,0,28,0,-888888888,149,33,312,192,144,3759,1545,0,137,0,11.7312661498708,88.2687338501292,54.62532299741603,33.64341085271318,19,-1707,3.419839922386612,2.526315792,0.8421052640000001,13.0,4.333333333333333,4.0,1.3333333333333333,0.4099653106275623,0.078064012490242,0.370971481938326,0.5808986445239687,0.1637655557253122,0.4030715418483904,0.1627118645430164,0.2657058682463444,12057,Hillsborough County,Florida
12057980300,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,-888888888,0,0,0,0,0,0,0,0,0,0,,,,,666668687,100,,,,,,,,,,,,,,,,12057,Hillsborough County,Florida
12057014122,2033,620,1413,1227,1146,64673,203900,1527,1307,430,702,10,35,0,39,212,-888888888,464,56,149,315,600,3963,2437,0,250,88,30.49680275454993,69.50319724545008,60.35415641908509,9.149040826364978,12,-1207,11.959287531806616,48.333333372000006,16.111111124,51.0,17.0,66.0,22.0,1.3854930725346373,1.556970983722576,2.598566310322581,1.96316865590581,1.1471384637857427,1.7926968664861942,0.4865771814079095,1.1817507016939932,12057,Hillsborough County,Florida
12057980100,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,-888888888,0,0,0,0,0,0,0,0,0,0,,,,,666668687,100,,,,,,,,,,,,,,,,12057,Hillsborough County,Florida
12057980200,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,-888888888,0,0,0,0,0,0,0,0,0,0,,,,,666668687,100,,,,,,,,,,,,,,,,12057,Hillsborough County,Florida
12057980400,34,4,30,5,-666666666,-666666666,-666666666,-666666666,34,0,0,0,0,0,0,0,-888888888,0,5,0,0,5,81,34,0,14,33,11.76470588235294,88.23529411764706,14.705882352941178,73.52941176470588,28,66,28.39506172839506,,,,,,,,,,,,,,,12057,Hillsborough County,Florida
12057000201,1448,1285,163,97,773,21601,127800,890,432,846,360,0,10,0,46,114,-888888888,11,70,395,142,184,2610,958,147,236,69,88.74309392265194,11.256906077348066,6.698895027624309,4.558011049723757,41,-332,24.67248908296943,138.801705699,46.267235233,4.0,1.3333333333333333,8.0,2.6666666666666665,1.3745704467353952,1.6359918200408996,3.6005630531517507,1.9476918866354795,1.5894704526679828,3.4443247877231067,0.9719891300988288,2.270508366945451,12057,Hillsborough County,Florida
12057000202,1954,1278,676,500,983,31531,94200,1032,847,953,655,0,28,0,37,89,-888888888,169,36,330,98,355,3718,1760,90,160,0,65.4042988741044,34.5957011258956,25.5885363357216,9.007164790174002,51,-747,19.55325887647941,176.956521588,58.98550719599999,21.0,7.0,,,1.4,,4.615454397183099,1.983724186538236,2.037494770029753,3.711220877165353,0.8939160991942132,2.4464470026814364,12057,Hillsborough County,Florida
12057000101,1700,1187,513,400,1031,33622,151000,1212,1026,409,265,0,132,0,63,70,-888888888,145,17,336,1384,411,2632,1500,95,149,0,69.82352941176471,30.176470588235293,23.52941176470588,6.647058823529411,27,-926,10.73855913004078,80.940350916,26.980116972,5.0,1.6666666666666667,,,0.4166666666666667,,2.2729668889637744,0.5903941031363797,1.0034024280558322,1.805090336399916,0.9418201118949688,1.1899205111251163,12057,Hillsborough County,Florida
12057000601,2049,1419,630,430,1038,43193,130300,1133,1357,421,1057,18,79,0,74,100,-888888888,237,16,273,353,634,2291,2324,104,202,26,69.25329428989751,30.74670571010249,20.9858467545144,9.760858955588091,40,-1257,23.604240282685517,205.913357432,68.63778581066667,10.0,3.333333333333333,2.0,1.0,0.7751937984496124,0.1587301587301587,4.837053263612874,1.0984076337421018,2.135319706112049,3.892434783342348,0.9536851257423968,2.565903707707714,12057,Hillsborough County,Florida
12057000602,1027,565,462,223,1049,35139,92000,934,749,198,526,5,33,0,30,12,-888888888,114,25,131,108,350,1225,936,54,120,25,55.01460564751704,44.98539435248296,21.713729308666014,23.27166504381694,62,-649,24.181360201511332,25.200000018,8.400000006,12.0,4.0,,,1.7937219730941705,,1.4867256647787612,2.5416069013942804,0.656315826304017,1.5736040616751272,0.6774193549947971,1.0373241225763143,12057,Hillsborough County,Florida
12057000901,1069,612,457,348,1058,36023,90500,969,499,447,249,0,57,0,18,48,-888888888,132,30,204,222,285,1704,1002,23,80,7,57.24976613657624,42.75023386342376,32.55378858746492,10.19644527595884,38,-399,20.59447983014862,100.74806203,33.58268734333333,12.0,4.0,4.0,2.0,1.1494252873563218,0.437636761487965,5.487367212962964,1.6286733879624269,2.422401140929579,3.914863264930556,0.8935680154146948,2.58068862441633,12057,Hillsborough County,Florida
12057000902,2362,2040,322,241,878,31004,170000,1176,1026,1209,655,0,30,0,97,0,-888888888,98,102,719,217,206,2995,2229,22,287,0,86.36748518204911,13.632514817950888,10.203217612193056,3.429297205757832,37,-926,23.12319002004901,209.287458408,69.762486136,10.0,3.333333333333333,3.0,1.5,1.3831258644536657,0.4658385093167702,3.41972971254902,1.959814450245244,1.5096414793929045,3.20455148922987,0.9543977568411858,2.112449149551238,12057,Hillsborough County,Florida
12057001001,1377,1202,175,107,962,30514,128500,1087,399,851,377,8,0,0,35,84,-888888888,203,24,230,222,413,2615,1161,111,87,0,87.29121278140886,12.70878721859114,7.770515613652869,4.938271604938271,34,-299,11.58084101641556,120.091533056,40.030511018666665,9.0,3.0,,,2.803738317757009,,3.3303253759290072,3.9727453668990034,1.470173887991193,3.287281208454291,0.9302820271249256,2.166984807850253,12057,Hillsborough County,Florida
12057005301,2268,1718,550,352,1898,95864,458500,2991,1847,144,336,0,122,0,98,57,-888888888,85,56,470,428,439,2726,2172,54,439,0,75.74955908289242,24.250440917107586,15.520282186948853,8.73015873015873,15,-1747,6.913855589629217,85.36585365,28.45528455,1.0,1.0,4.0,4.0,0.2840909090909091,0.7272727272727273,1.6563029423748548,0.4025414339566225,0.7311758046473839,1.4229606062801932,0.96605023460892,0.9380195427298016,12057,Hillsborough County,Florida
12057006101,1582,531,1051,655,1444,137813,730200,3453,1505,9,190,0,6,0,25,37,-888888888,295,56,282,267,145,3079,1493,38,204,9,33.56510745891277,66.43489254108724,41.40328697850822,25.031605562579013,2021,-1405,5.664117813650524,2.8571428600000006,0.9523809533333336,5.0,1.6666666666666667,3.0,1.5,0.2544529262086514,0.142721217887726,0.1793561117388575,0.3605460171825219,0.0791768498165267,0.2208303220910624,0.3636363638677686,0.1455719552842947,12057,Hillsborough County,Florida
12057001002,1955,860,1095,616,956,31695,143400,1077,333,1535,257,0,8,0,12,67,-888888888,145,104,299,212,313,4554,1417,201,211,0,43.98976982097187,56.01023017902813,31.50895140664961,24.50127877237852,54,-233,10.2274828925467,95.625,31.875,30.0,10.0,,,1.6233766233766231,,3.7063953488372094,2.300236765466414,1.6361901752354877,2.837059620596206,0.7611940298507462,1.87019749968034,12057,Hillsborough County,Florida
12057005302,729,446,283,145,942,34250,80300,1108,600,62,391,0,0,0,41,26,-888888888,70,18,120,118,166,648,576,38,94,6,61.17969821673525,38.820301783264746,19.89026063100137,18.93004115226337,70,-500,31.88789000528821,31.363636395,10.454545465,4.0,2.0,1.0,1.0,1.3793103448275863,0.3533568904593639,2.3440684899103137,1.9544080655549123,1.0347902671725469,2.107368098984772,0.8394160585289573,1.3891828430447974,12057,Hillsborough County,Florida
12057005401,2295,904,1391,942,1225,91197,713100,3553,2178,14,252,0,36,0,21,46,-888888888,461,51,406,277,203,4451,2260,0,371,0,39.389978213507625,60.610021786492375,41.04575163398693,19.564270152505447,60,-2078,7.083868599743072,12.9375,4.3125,9.0,3.0,3.0,1.5,0.3184713375796179,0.1078360891445003,0.4770464601769911,0.4512566393399081,0.2105924106335108,0.3961267605633802,0.5897435897435898,0.2611278493352284,12057,Hillsborough County,Florida
12057006103,2237,840,1397,624,1162,101679,457000,2333,2132,23,215,0,50,0,19,13,-888888888,227,109,615,129,307,3121,1497,15,516,0,37.55029056772463,62.44970943227537,27.89450156459544,34.555207867679925,41,-2032,5.698295599084203,5.4,1.8,11.0,3.6666666666666665,2.0,2.0,0.5876068376068376,0.1431639226914817,0.2142857142857143,0.8326070685256637,0.0945965412236987,0.3734061930783242,0.3292682926829268,0.246150388800599,12057,Hillsborough County,Florida
12057006501,1626,921,705,460,1016,48194,261300,1648,1255,200,234,0,83,0,37,51,-888888888,129,63,501,188,407,2660,1519,8,153,0,56.64206642066421,43.35793357933579,28.290282902829027,15.067650676506766,59,-1155,4.772663089522734,20.31746032,6.772486773333334,10.0,5.0,,,1.0869565217391304,,0.7353405834238148,1.5401585299209906,0.3246164871287781,0.8524610263094377,0.5752808989069461,0.5619446515698574,12057,Hillsborough County,Florida
12057006502,1249,915,334,127,1139,49925,174600,2006,1052,73,158,0,62,0,54,8,-888888888,79,43,369,179,137,1579,1067,0,336,327,73.2586068855084,26.74139311449159,10.168134507606084,16.573258606885506,40,-952,17.985971943887776,10.525423737,3.508474579,2.0,1.0,5.0,2.5,0.7874015748031495,0.7485029940119761,0.3834398446994535,1.1157053917537882,0.1692697210209624,0.4326751035508637,0.7781954888560546,0.2852206174873079,12057,Hillsborough County,Florida
12057007001,1616,611,1005,649,1036,53514,184100,1195,1314,222,257,0,74,0,6,0,-888888888,141,46,373,340,325,2905,1620,13,122,0,37.80940594059406,62.190594059405946,40.16089108910892,22.02970297029703,55,-1214,10.439414114513982,37.626016292,12.542005430666668,7.0,2.333333333333333,,,0.359527478171546,,2.052701379814512,0.5094309672671382,0.9061661032459788,1.180582441587302,0.8431408272206705,0.7782431903771869,12057,Hillsborough County,Florida
12057001700,1769,360,1409,1045,1143,63986,198100,1404,1284,369,447,21,29,0,57,9,-888888888,291,44,268,249,256,3260,1684,31,290,62,20.35048049745619,79.64951950254381,59.07292255511588,20.576596947427923,68,-1184,21.26398946675444,44.299065456,14.766355152,22.0,7.333333333333333,,,0.7017543859649122,,4.10176532,0.9943479631770604,1.810726456855484,1.5729315647924085,0.668170284925049,1.036880810782839,12057,Hillsborough County,Florida
12057002200,821,330,491,334,860,50292,201600,1375,703,58,181,9,0,35,12,4,-888888888,75,21,251,181,87,1322,860,9,64,35,40.19488428745432,59.80511571254568,40.68209500609014,19.12302070645554,2021,-603,13.249400479616307,21.355932204,7.118644067999999,5.0,2.5,,,0.7485029940119761,,2.157164869090909,1.0605882092270291,0.9522815655046072,1.4485909740963854,0.7400881057323683,0.9549151516404304,12057,Hillsborough County,Florida
12057003500,915,530,385,229,1098,27438,85000,967,105,764,47,0,12,0,29,5,-888888888,58,42,209,114,49,2164,663,115,163,0,57.92349726775956,42.07650273224044,25.02732240437158,17.04918032786885,54,-5,15.879163439194423,31.25252528,10.417508426666666,9.0,3.0,,,1.310043668122271,,1.965567627672956,1.8562609356252984,0.8677008625559521,1.7677876714975844,0.7764115434399399,1.165330491893482,12057,Hillsborough County,Florida
12057003900,1286,1052,234,114,1012,29615,165500,1636,712,453,313,0,17,0,45,59,-888888888,20,98,249,65,150,1481,752,12,249,0,81.80404354587868,18.195956454121305,8.864696734059098,9.331259720062208,32,-612,17.05426356589147,56.41025640000001,18.803418800000003,3.0,1.0,7.0,2.333333333333333,0.8771929824561403,0.9971509971509972,1.7873972243346012,1.2429349539713257,0.7890474443361668,1.69840641509434,0.9495036685281836,1.1195941769750244,12057,Hillsborough County,Florida
12057004400,843,456,387,216,1034,22813,123200,1209,290,491,247,7,0,0,41,14,-888888888,50,5,249,84,99,1427,564,52,130,0,54.092526690391466,45.90747330960854,25.622775800711743,20.2846975088968,64,-190,21.060171919770774,39.461538447,13.153846149,5.0,2.5,,,1.1574074074074074,,2.884615383552632,1.6399836198232771,1.2734149775421768,2.3294413912202385,0.8402948402453985,1.5355741676646415,12057,Hillsborough County,Florida
12057004500,1484,519,965,565,1058,42560,154900,1185,968,335,1046,27,0,0,30,124,-888888888,146,61,313,263,900,1322,1233,25,189,0,34.97304582210243,65.02695417789758,38.07277628032345,26.954177897574123,57,-868,17.737394420271308,31.311827959999995,10.437275986666664,13.0,4.333333333333333,,,0.7669616519174041,,2.011035835581245,1.0867431278970527,0.887772826840185,1.362602335793358,0.7066246056981667,0.8982312049275151,12057,Hillsborough County,Florida
12057004600,2728,2135,593,284,1655,65370,176100,893,1634,787,393,0,197,0,80,30,-888888888,277,72,660,388,480,3696,2568,10,640,0,78.26246334310851,21.737536656891496,10.410557184750733,11.326979472140762,15,-1534,8.223684210526317,42.362903269,14.120967756333334,40.0,13.333333333333334,7.0,2.333333333333333,4.694835680751174,0.3934794828555368,0.661403641982826,6.652327922663433,0.2919769854602202,1.134944236860962,0.5143444631940831,0.7481583603829679,12057,Hillsborough County,Florida
12057004700,1276,637,639,398,1078,55814,239800,1579,1012,125,449,0,59,36,20,24,-888888888,147,37,289,226,180,1632,1215,0,164,0,49.92163009404389,50.07836990595611,31.19122257053292,18.8871473354232,50,-912,16.813819577735124,7.125,2.375,10.0,3.333333333333333,,,0.8375209380234507,,0.3728414442700157,1.1867218153495072,0.1645910515796957,0.5515297906602254,0.4160583941605839,0.3635699539071415,12057,Hillsborough County,Florida
12057007200,2077,1087,990,823,1520,76520,227300,1560,1615,243,257,0,33,0,102,84,-888888888,285,55,351,251,115,3970,2297,37,370,0,52.33509870004814,47.66490129995186,39.62445835339432,8.040442946557535,18,-1515,3.742481621742036,37.5,12.5,25.0,8.333333333333334,,,1.012555690562981,,1.1499540018399264,1.434736581133365,0.5076477986552372,1.0907504363001748,0.6,0.7190256855846897,12057,Hillsborough County,Florida
12057010107,1690,287,1403,262,868,42315,32200,1178,1548,36,212,14,0,0,0,92,-888888888,144,103,411,57,95,2866,1052,0,238,1586,16.98224852071006,83.01775147928994,15.502958579881655,67.51479289940828,33,-1448,12.582781456953644,23.323943684,7.774647894666667,6.0,2.0,,,0.7633587786259541,,2.708936548664344,1.081638051547566,1.1958614635245175,1.780445882452945,0.7953890491450583,1.1736748193469062,12057,Hillsborough County,Florida
12057011005,1055,88,967,625,990,92583,322700,1794,958,21,104,8,29,0,28,11,-888888888,313,17,66,137,157,2277,1178,0,27,0,8.341232227488153,91.65876777251184,59.24170616113744,32.41706161137441,33,-858,5.514834205933682,5.210526321,1.736842107,9.0,3.0,2.0,2.0,0.48,0.2068252326783868,1.9736842125,0.6801340068131094,0.8712839331948253,0.6643537316970548,0.3666666668988889,0.4379438059401905,12057,Hillsborough County,Florida
