,variable_code,label_14,concept_14,predicateType_14,group_14,limit_14,predicateOnly_14,acs_year_14,label_19,concept_19,predicateType_19,group_19,limit_19,predicateOnly_19,acs_year_19,datasets,concept_match,predicateType_match,predicateOnly_match,label_match
10,DP02_0125E,"['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'CZECH']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'ARAB']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
11,DP02_0054PE,"['PERCENT', 'SCHOOL ENROLLMENT', 'POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL', 'KINDERGARTEN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'SCHOOL ENROLLMENT', 'POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL', 'NURSERY SCHOOL, PRESCHOOL']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
12,DP02_0108MA,"['ANNOTATION OF MARGIN OF ERROR', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'LATIN AMERICA']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF MARGIN OF ERROR', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'OCEANIA']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
13,DP02_0124M,"['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'ARAB']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'AMERICAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
14,DP02_0124E,"['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'ARAB']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'AMERICAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
15,DP02_0098MA,"['ANNOTATION OF MARGIN OF ERROR', 'YEAR OF ENTRY', 'NATIVE', 'ENTERED 2010 OR LATER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF MARGIN OF ERROR', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'NATIVE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
16,DP02_0082PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'SAME COUNTY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
17,DP02_0006EA,"['ANNOTATION OF ESTIMATE', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FAMILY HOUSEHOLDS (FAMILIES)', 'MALE HOUSEHOLDER, NO WIFE PRESENT, FAMILY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'MALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
18,DP02_0139EA,"['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'PORTUGUESE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'POLISH']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
19,DP02_0045PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS', 'YEARS RESPONSIBLE FOR GRANDCHILDREN', 'LESS THAN 1 YEAR']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS', 'GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
20,DP02_0123M,"['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'AMERICAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
21,DP02_0123E,"['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'AMERICAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
22,DP02_0122M,"['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'OTHER LANGUAGES', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
23,DP02_0082PEA,"['ANNOTATION OF PERCENT', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'SAME COUNTY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
24,DP02_0122E,"['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'OTHER LANGUAGES', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
25,DP02_0143PE,"['PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'SLOVAK']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'SCOTTISH']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
26,DP02_0130MA,"['ANNOTATION OF MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'FRENCH CANADIAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'FRENCH (EXCEPT BASQUE)']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
27,DP02_0143PM,"['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'SLOVAK']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'SCOTTISH']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,,True,True,True,False
28,DP02_0121M,"['MARGIN OF ERROR', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'OTHER LANGUAGES', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'OTHER LANGUAGES']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
29,DP02_0085EA,"['ANNOTATION OF ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'ABROAD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'DIFFERENT STATE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
30,DP02_0010PE,"['PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'NONFAMILY HOUSEHOLDS']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FEMALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
31,DP02_0121E,"['ESTIMATE', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'OTHER LANGUAGES', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'OTHER LANGUAGES']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
32,DP02_0010PM,"['PERCENT MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'NONFAMILY HOUSEHOLDS']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FEMALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,,True,True,True,False
33,DP02_0130PE,"['PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'FRENCH CANADIAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'FRENCH (EXCEPT BASQUE)']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
34,DP02_0130PM,"['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'FRENCH CANADIAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'FRENCH (EXCEPT BASQUE)']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,,True,True,True,False
35,DP02_0120M,"['MARGIN OF ERROR', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'OTHER LANGUAGES']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'ASIAN AND PACIFIC ISLANDER LANGUAGES', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
36,DP02_0067PM,"['PERCENT MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT', ""PERCENT BACHELOR'S DEGREE OR HIGHER""]",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', 'HIGH SCHOOL GRADUATE OR HIGHER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,,True,True,True,False
37,DP02_0120E,"['ESTIMATE', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'OTHER LANGUAGES']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'ASIAN AND PACIFIC ISLANDER LANGUAGES', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
38,DP02_0054MA,"['ANNOTATION OF MARGIN OF ERROR', 'SCHOOL ENROLLMENT', 'POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL', 'KINDERGARTEN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF MARGIN OF ERROR', 'SCHOOL ENROLLMENT', 'POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL', 'NURSERY SCHOOL, PRESCHOOL']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
39,DP02_0067PE,"['PERCENT', 'EDUCATIONAL ATTAINMENT', ""PERCENT BACHELOR'S DEGREE OR HIGHER""]",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', 'HIGH SCHOOL GRADUATE OR HIGHER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
40,DP02_0094PEA,"['ANNOTATION OF PERCENT', 'U.S. CITIZENSHIP STATUS', 'FOREIGN-BORN POPULATION', 'NATURALIZED U.S. CITIZEN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'U.S. CITIZENSHIP STATUS', 'FOREIGN-BORN POPULATION']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
41,DP02_0123PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'AMERICAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
42,DP02_0085PM,"['PERCENT MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'ABROAD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'DIFFERENT STATE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,,True,True,True,False
43,DP02_0132PEA,"['ANNOTATION OF PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'GREEK']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'GERMAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
44,DP02_0072MA,"['ANNOTATION OF MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'UNDER 18 YEARS']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH A DISABILITY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
45,DP02_0085PE,"['PERCENT', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'ABROAD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'DIFFERENT STATE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
46,DP02_0019MA,"['ANNOTATION OF MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'SPOUSE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'HOUSEHOLDER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
47,DP02_0113EA,"['ANNOTATION OF ESTIMATE', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'LANGUAGE OTHER THAN ENGLISH', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'LANGUAGE OTHER THAN ENGLISH']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
48,DP02_0005PEA,"['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FAMILY HOUSEHOLDS (FAMILIES)', 'MARRIED-COUPLE FAMILY', 'WITH OWN CHILDREN UNDER 18 YEARS']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'COHABITING COUPLE HOUSEHOLD', 'WITH OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
