census_tract_GEOID,total-households,total-renter-occupied-households,total-owner-occupied-households,total-owner-occupied-households-mortgage,median-gross-rent,median-household-income,median-property-value,median-monthly-housing-cost,pct-white,pct-af-am,pct-hispanic,pct-am-indian,pct-asian,pct-nh-pi,pct-multiple,pct-other,pct-below-poverty-level,households-children,single-parent-household,older-adult-alone,level-of-education,immigrant-status,english-fluency,drive-to-work,public-transport-to-work,vacant-properties,live-in-mobile-home,pct-renter-occupied,pct-owner-occupied,pct-owner-occupied-mortgage,pct-owner-occupied-without-mortgage,median-house-age,pct-non-white,pct-without-health-insurance,total-evictions,avg-evictions,total-foreclosure-sales,avg-foreclosure-sales,total-lien-foreclosures,avg-lien-foreclosures,total-evictions-2017,eviction-filings-2017,eviction-rate-2017,total-evictions-2018,eviction-filings-2018,eviction-rate-2018,total-evictions-2019,eviction-filings-2019,eviction-rate-2019,foreclosure-sales-2017,foreclosure-sales-2018,foreclosure-sales-2019,lien-foreclosures-2017,lien-foreclosures-2018,lien-foreclosures-2019,avg-foreclosure-rate,foreclosure-rate-2017,foreclosure-rate-2018,foreclosure-rate-2019,avg-lien-foreclosure-rate,lien-foreclosure-rate-2017,lien-foreclosure-rate-2018,lien-foreclosure-rate-2019,avg-eviction-rate,ratio-to-mean-foreclosure-rate,ratio-to-mean-eviction-rate,avg-housing-loss-rate,evictions-pct-total-housing-loss,housing-loss-index,county_GEOID,county,state
12095014810,1811,234,1577,976,2010,102440,365900,2335,1491,103,186,0,135,0,43,39,-888888888,454,51,84,307,671,4120,2131,0,231,6,12.921038100496961,87.07896189950304,53.892876863611264,33.18608503589177,35,-1391,3.766617429837518,1.8461538480000002,0.615384616,50.0,16.666666666666668,2.0,1.0,0.6923076930000001,3.0,0.23076923100000002,0.23076923100000002,1.0,0.23076923100000002,0.9230769240000001,4.0,0.23076923100000002,13.0,20.0,17.0,1.0,1.0,0.0,1.707650273224044,1.331967213114754,2.0491803278688523,1.7418032786885245,0.06341154090044387,0.06341154090044387,0.06341154090044387,0.0,0.26298487863247866,1.2151836023762184,0.08298893777576974,1.428268701046832,0.035608308639681605,0.6066375437625828,12095,Orange County,Florida
12095014811,1870,291,1579,862,2211,104167,319700,1873,1635,38,164,0,125,0,53,19,-888888888,404,77,89,359,511,3943,2412,53,317,0,15.561497326203208,84.43850267379679,46.096256684491976,38.342245989304814,37,-1535,9.376765204292976,13.151515144,4.383838381333333,63.0,21.0,,,5.939393936,14.0,0.424242424,2.969696968,7.0,0.424242424,4.24242424,10.0,0.424242424,23.0,15.0,25.0,,,,2.436194895591647,2.668213457076566,1.740139211136891,2.9002320185614847,,,,,1.5064736705612827,1.7336243467032229,0.47539102003565037,2.201547127609136,0.1727019497790808,0.9350769508507099,12095,Orange County,Florida
12095015003,2174,687,1487,913,1131,54167,157100,1198,1557,218,672,35,10,0,68,286,-888888888,517,81,154,196,544,4160,2530,13,87,47,31.60073597056118,68.39926402943883,41.99632014719411,26.402943882244713,44,-1457,23.826014683474163,27.736842098999997,9.245614032999999,53.0,17.666666666666668,13.0,4.333333333333333,7.070175437,13.0,0.543859649,9.245614032999999,17.0,0.543859649,11.421052628999998,21.0,0.543859649,26.0,8.0,19.0,5.0,5.0,3.0,1.9350127783862727,2.8477546549835706,0.8762322015334063,2.08105147864184,0.2914144810580587,0.3362474781439139,0.3362474781439139,0.20174848688634836,1.345795346870451,1.376977379709026,0.42468649483240317,1.6820175437291667,0.3435462841733259,0.7144138848282282,12095,Orange County,Florida
12095015105,1235,256,979,536,1371,54958,191800,1557,684,419,153,0,20,0,36,76,-888888888,166,63,147,93,311,2862,1457,7,61,288,20.728744939271255,79.27125506072873,43.40080971659919,35.87044534412955,34,-584,16.579360921948663,29.476744180000004,9.825581393333335,42.0,14.0,7.0,2.3333333333333335,9.976744184000001,22.0,0.45348837200000003,9.976744184000001,22.0,0.45348837200000003,9.523255812,21.0,0.45348837200000003,19.0,13.0,10.0,3.0,3.0,1.0,2.6119402985074625,3.544776119402985,2.425373134328358,1.8656716417910446,0.2383384405856316,0.30643513789581206,0.30643513789581206,0.10214504596527069,3.838117731770834,1.8586867995748484,1.211177293821299,3.0082804789562294,0.41239629082388907,1.2777258784466599,12095,Orange County,Florida
12095016100,2197,631,1566,893,1536,90536,587700,3096,2176,0,108,0,21,0,0,0,-888888888,392,191,639,170,194,3965,1434,0,328,0,28.72098315885298,71.27901684114701,40.6463359126081,30.632680928538917,56,-2076,3.014623172103487,6.428571426000001,3.2142857130000007,16.0,5.333333333333333,1.0,1.0,4.999999998000001,7.0,0.7142857140000001,1.4285714280000001,2.0,0.7142857140000001,0.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,1.0,0.597237775289287,0.8958566629339306,0.6718924972004479,0.22396416573348266,0.06385696040868455,0.0,0.0,0.06385696040868455,0.5093955171156895,0.4250012796126993,0.16074761823948133,0.5608673914916886,0.37604456815127135,0.23822073290667778,12095,Orange County,Florida
12095016200,2768,951,1817,1207,1304,68882,331200,1897,2381,237,421,0,63,0,50,37,-888888888,512,99,467,761,446,5429,2607,38,384,0,34.35693641618497,65.64306358381504,43.60549132947977,22.03757225433526,53,-2281,4.1507706394018005,103.60000007400001,34.533333358,10.0,3.3333333333333335,6.0,2.0,38.266666694,82.0,0.46666666700000003,15.400000011000001,33.0,0.46666666700000003,49.933333369,107.0,0.46666666700000003,4.0,2.0,4.0,1.0,2.0,3.0,0.27616680475006905,0.33140016570008285,0.16570008285004142,0.33140016570008285,0.1100715465052284,0.0550357732526142,0.1100715465052284,0.1651073197578426,3.6312653373291273,0.19652347902554915,1.145901827869198,1.7547111534445474,0.9119718310432577,0.7452894986484098,12095,Orange County,Florida
12095016410,3053,1557,1496,1151,1161,50555,174600,1310,2353,276,1391,26,177,0,39,182,-888888888,580,71,294,1046,963,4606,3457,82,369,145,50.9990173599738,49.0009826400262,37.70062233868327,11.300360301342941,38,-2253,13.536723163841808,166.954717053,55.651572351,61.0,20.333333333333332,9.0,4.5,60.969811347,107.0,0.569811321,49.003773605999996,86.0,0.569811321,56.981132099999996,100.0,0.569811321,27.0,17.0,17.0,5.0,4.0,0.0,1.7665797856935999,2.3457862728062553,1.4769765421372718,1.4769765421372718,0.30080213903743314,0.3342245989304813,0.267379679144385,0.0,3.574282103468208,1.25711852217325,1.1279198888553024,2.805941864266371,0.7324029930654282,1.1917853266906675,12095,Orange County,Florida
12095016704,8523,3275,5248,4394,1553,86244,318800,1977,6320,931,2768,0,664,0,382,226,-888888888,2680,88,682,2955,3144,14916,10293,32,2124,14,38.425437052680984,61.57456294731902,51.554616918925255,10.01994602839376,13,-6220,5.506245230732158,338.00486582,112.66828860666668,125.0,41.666666666666664,13.0,4.333333333333333,116.39902664,260.0,0.447688564,100.72992690000001,225.0,0.447688564,120.87591228000001,270.0,0.447688564,55.0,37.0,33.0,7.0,4.0,2.0,0.9482627825823091,1.2517068730086482,0.8420573509330906,0.7510241238051889,0.08257113821138211,0.13338414634146342,0.07621951219512195,0.038109756097560975,3.4402530872264636,0.6747947177510178,1.0856249639650464,2.0124521485634808,0.7300244355345595,0.8547614517138763,12095,Orange County,Florida
12095016712,3297,1913,1384,872,1130,40695,123400,1022,2482,358,1787,21,200,0,16,220,-888888888,537,0,438,987,649,3450,3891,94,609,578,58.02244464664847,41.97755535335153,26.448286320897786,15.529269032453746,33,-2382,15.835777126099707,338.834951314,112.94498377133334,34.0,11.333333333333334,8.0,2.6666666666666665,91.262135884,188.0,0.485436893,108.25242713899999,223.0,0.485436893,139.320388291,287.0,0.485436893,16.0,5.0,13.0,2.0,4.0,2.0,1.2996941896024465,1.834862385321101,0.573394495412844,1.4908256880733946,0.1926782273603083,0.1445086705202312,0.2890173410404624,0.1445086705202312,5.904076517058721,0.9248773546158814,1.8631224777843856,4.46241713122681,0.9088068329426408,1.8953504797433354,12095,Orange County,Florida
12095017103,10075,3874,6201,4483,1615,78291,321600,1900,8072,582,2021,36,788,0,230,367,-888888888,3013,185,1255,1851,2978,16487,11685,35,1322,840,38.45161290322581,61.54838709677419,44.49627791563275,17.05210918114144,11,-7972,10.83785617367707,236.04166649499996,78.68055549833332,72.0,24.0,12.0,4.0,79.29166660899999,173.0,0.45833333299999995,76.541666611,167.0,0.45833333299999995,80.20833327499999,175.0,0.45833333299999995,24.0,27.0,21.0,2.0,4.0,6.0,0.5353557885344635,0.5353557885344635,0.6022752621012715,0.46843631496765564,0.06450572488308337,0.032252862441541685,0.06450572488308337,0.09675858732462506,2.030990074815006,0.3809653451089967,0.6409102676111529,1.228677222667624,0.7662653860458559,0.5218638004808309,12095,Orange County,Florida
12095017702,804,135,669,470,1500,69167,265500,1552,658,68,76,0,29,0,7,42,-888888888,152,16,63,144,163,1778,924,0,50,21,16.791044776119403,83.2089552238806,58.457711442786064,24.75124378109453,32,-558,7.796917497733455,13.2,4.3999999999999995,11.0,3.6666666666666665,3.0,1.5,4.8,8.0,0.6,4.8,8.0,0.6,3.5999999999999996,6.0,0.6,2.0,7.0,2.0,1.0,2.0,0.0,0.7801418439716312,0.425531914893617,1.4893617021276597,0.425531914893617,0.2242152466367713,0.14947683109118087,0.29895366218236175,0.0,3.259259259259259,0.5551579214940885,1.0285095678058633,1.3333333333333333,0.5454545454545454,0.5663150482519667,12095,Orange County,Florida
12095017902,3031,272,2759,1250,1053,63176,156700,1529,2481,438,226,38,32,0,42,0,-888888888,399,205,394,310,409,6450,2548,89,331,1260,8.973935994721215,91.02606400527878,41.240514681623225,49.78554932365556,32,-2381,7.9226042619950325,22.297297300000004,7.432432433333335,42.0,14.0,27.0,9.0,5.797297298,13.0,0.44594594600000004,8.472972974000001,19.0,0.44594594600000004,8.027027028000001,18.0,0.44594594600000004,13.0,17.0,12.0,10.0,10.0,7.0,1.1199999999999999,1.04,1.3599999999999999,0.96,0.32620514679231605,0.3624501631025734,0.3624501631025734,0.25371511417180137,2.7325119240196085,0.7970048996576949,0.8622863155220448,1.4081755869469998,0.3467843632052634,0.5981032691018489,12095,Orange County,Florida
12095010500,493,486,7,2,696,22324,-666666666,-666666666,18,475,6,0,0,0,0,0,-888888888,17,25,65,33,28,980,209,180,148,0,98.58012170385395,1.4198782961460445,0.4056795131845842,1.0141987829614605,53,82,26.84729064039409,108.95161289700002,36.317204299000004,1.0,1.0,19.0,6.333333333333333,44.032258062000004,78.0,0.564516129,40.645161288000004,72.0,0.564516129,24.274193547000003,43.0,0.564516129,0.0,0.0,1.0,8.0,6.0,5.0,50.0,0.0,0.0,50.0,90.47619047619048,114.28571428571428,85.71428571428571,71.42857142857143,7.472675781687244,35.58057587757567,2.3581181879723316,7.646968094057378,0.9732027085419473,3.2479448288755157,12095,Orange County,Florida
12095017104,9674,1381,8293,6098,2180,114874,381500,2330,6370,1598,1833,0,682,0,650,374,-888888888,3932,6,857,2274,4977,21237,11703,95,702,0,14.275377299979326,85.72462270002067,63.03493901178416,22.68968368823651,17,-6270,7.871925279083901,77.085365868,25.695121955999998,205.0,68.33333333333333,18.0,6.0,25.170731712,48.0,0.524390244,21.500000004,41.0,0.524390244,30.414634152,58.0,0.524390244,84.0,64.0,57.0,8.0,8.0,2.0,1.1205859844757844,1.3775008199409644,1.0495244342407346,0.9347326992456544,0.07235017484625587,0.09646689979500783,0.09646689979500783,0.024116724948751958,1.8606170858797972,0.7974218929597696,0.5871464411472926,1.2572329895618843,0.2732696381848876,0.5339924708607772,12095,Orange County,Florida
12095017107,3218,1041,2177,1425,1472,120959,526500,2753,2396,156,523,0,580,0,57,29,-888888888,860,57,352,640,1820,4352,3291,0,2293,0,32.34928527035426,67.65071472964574,44.28216283405842,23.368551895587323,24,-2296,4.6932742054693275,64.99999998,21.66666666,60.0,20.0,16.0,5.333333333333333,24.555555548,68.0,0.36111111100000004,26.361111103000002,73.0,0.36111111100000004,14.083333329000002,39.0,0.36111111100000004,29.0,20.0,11.0,8.0,6.0,2.0,1.4035087719298245,2.0350877192982457,1.4035087719298245,0.7719298245614036,0.2449854539886694,0.3674781809830041,0.2756086357372531,0.09186954524575103,2.081332051873199,0.9987530070898434,0.6567964555293188,1.6896458499594487,0.5199999999232,0.7176539032863903,12095,Orange County,Florida
12095017300,4325,2388,1937,1111,996,39841,206300,1435,2981,285,1008,0,82,0,291,686,-888888888,990,215,1017,484,584,6748,4054,0,203,501,55.21387283236994,44.786127167630056,25.687861271676297,19.098265895953755,29,-2881,18.13122699937169,92.09836070699998,30.699453568999996,38.0,12.666666666666666,8.0,2.6666666666666665,33.595628434,58.0,0.5792349729999999,30.120218595999997,52.0,0.5792349729999999,28.382513676999995,49.0,0.5792349729999999,16.0,16.0,6.0,2.0,2.0,4.0,1.1401140114011399,1.4401440144014401,1.4401440144014401,0.54005400540054,0.13766993632765442,0.10325245224574084,0.10325245224574084,0.20650490449148168,1.285571757495812,0.8113182618349086,0.40568201161939693,1.2393861170524911,0.7079133065667029,0.5264122565110494,12095,Orange County,Florida
12095017804,3426,700,2726,1974,1495,84714,286100,1855,2431,500,561,0,129,0,87,279,-888888888,824,44,104,662,1280,7484,3906,40,247,704,20.431990659661412,79.56800934033859,57.61821366024519,21.949795680093402,21,-2331,11.395540875309662,176.43243232,58.81081077333334,78.0,26.0,6.0,3.0,72.778378332,132.0,0.551351351,44.10810808,80.0,0.551351351,59.545945908,108.0,0.551351351,32.0,17.0,29.0,5.0,1.0,0.0,1.3171225937183384,1.6210739614994936,0.8611955420466059,1.4690982776089159,0.11005135730007337,0.18341892883345562,0.036683785766691124,0.0,8.401544396190477,0.9372796077172922,2.6512370169016624,3.1716832749937676,0.6934353089786159,1.3471289751885385,12095,Orange County,Florida
12095018000,1205,735,470,271,1115,34191,179900,1169,557,499,107,0,76,0,48,25,-888888888,105,39,197,173,171,2355,1133,26,169,14,60.99585062240664,39.004149377593365,22.4896265560166,16.51452282157676,50,-457,16.248711782892478,39.855855895000005,13.285285298333335,8.0,2.6666666666666665,20.0,6.666666666666667,8.07207208,16.0,0.504504505,13.621621635,27.0,0.504504505,18.16216218,36.0,0.504504505,3.0,3.0,2.0,10.0,5.0,5.0,0.984009840098401,1.107011070110701,1.107011070110701,0.7380073800738007,1.4184397163120568,2.127659574468085,1.0638297872340425,1.0638297872340425,1.8075218092970524,0.7002327355980452,0.5703914070653882,1.5856811098409542,0.832831325437942,0.6734963056738591,12095,Orange County,Florida
12095018100,1212,298,914,564,1204,59939,250600,1715,951,178,154,0,0,0,83,0,-888888888,189,48,143,225,372,2558,1136,44,92,0,24.58745874587459,75.41254125412541,46.53465346534654,28.877887788778878,31,-851,10.082372322899506,16.15384614,5.38461538,17.0,5.666666666666667,8.0,2.6666666666666665,1.6153846139999999,3.0,0.538461538,7.5384615319999995,14.0,0.538461538,6.9999999939999995,13.0,0.538461538,5.0,4.0,8.0,1.0,2.0,5.0,1.0047281323877069,0.8865248226950355,0.7092198581560284,1.4184397163120568,0.29175784099197666,0.10940919037199125,0.2188183807439825,0.5470459518599562,1.8069179127516777,0.7149761110151139,0.5702008381890036,1.2820512815158547,0.4872389789041833,0.5445337000148602,12095,Orange County,Florida
12095018200,5009,2838,2171,1506,1617,75248,402200,2313,3751,383,1058,54,284,0,252,285,-888888888,816,237,1241,340,800,7534,4965,38,995,0,56.65801557197045,43.34198442802955,30.06588141345578,13.276103014573767,17,-3651,9.463955637707947,213.94630866,71.31543622,23.0,7.666666666666667,10.0,3.3333333333333335,73.97315434,167.0,0.44295302,78.84563756,178.0,0.44295302,61.12751676,138.0,0.44295302,8.0,11.0,4.0,3.0,5.0,2.0,0.5090748118636566,0.5312084993359893,0.7304116865869853,0.2656042496679947,0.15353907569476433,0.1381851681252879,0.23030861354214646,0.09212344541685859,2.5128765405214937,0.3622634994175478,0.7929769800603849,1.818188372160835,0.9029315960646457,0.772250576783571,12095,Orange County,Florida
12095018300,906,464,442,303,706,47500,122100,1082,257,573,158,0,28,0,0,48,-888888888,11,106,33,82,126,1584,974,67,262,27,51.21412803532009,48.78587196467991,33.443708609271525,15.342163355408388,61,-157,19.147045757441138,212.79596966400004,70.93198988800002,24.0,8.0,29.0,9.666666666666666,61.511334981000005,111.0,0.554156171,79.798488624,144.0,0.554156171,71.486146059,129.0,0.554156171,8.0,10.0,6.0,9.0,13.0,7.0,2.6402640264026402,2.6402640264026402,3.3003300330033,1.9801980198019802,2.1870286576168927,2.0361990950226243,2.941176470588235,1.583710407239819,15.287066786206902,1.878842290565052,4.824069889080998,10.291002592959584,0.8986469236192887,4.370962222494766,12095,Orange County,Florida
12095018400,1097,614,483,338,962,52161,264000,1568,1024,54,361,0,10,0,0,9,-888888888,77,55,385,171,228,1869,890,25,73,0,55.97082953509571,44.02917046490428,30.81130355515041,13.217866909753875,65,-924,11.671802773497689,18.999999986,6.333333328666666,10.0,3.3333333333333335,9.0,3.0,5.58823529,10.0,0.558823529,8.941176464,16.0,0.558823529,4.470588232,8.0,0.558823529,4.0,3.0,3.0,2.0,5.0,2.0,0.9861932938856016,1.183431952662722,0.8875739644970414,0.8875739644970414,0.6211180124223602,0.4140786749482402,1.0351966873706004,0.4140786749482402,1.0314875128121606,0.7017865064610587,0.32550180627259845,1.0154061619747898,0.6551724136266349,0.4312798422105731,12095,Orange County,Florida
12095018500,1092,749,343,204,1139,35329,154000,851,347,614,120,0,26,0,38,67,-888888888,15,42,181,175,262,2509,1120,59,368,0,68.58974358974359,31.41025641025641,18.681318681318682,12.728937728937728,53,-247,15.079365079365079,178.38709686,59.46236562000001,18.0,6.0,51.0,17.0,48.702508984000005,86.0,0.566308244,49.835125472,88.0,0.566308244,79.84946240400001,141.0,0.566308244,7.0,8.0,3.0,23.0,21.0,7.0,2.941176470588235,3.431372549019608,3.9215686274509802,1.4705882352941175,4.956268221574344,6.705539358600583,6.122448979591836,2.0408163265306123,7.938900616822431,2.092975051622098,2.5052426311484886,6.86908348583421,0.9083442838771031,2.917549009295241,12095,Orange County,Florida
12095018700,1810,1140,670,382,385,19958,263500,1594,532,1146,213,0,0,0,11,121,-888888888,172,112,300,95,200,4093,1062,117,254,13,62.98342541436463,37.01657458563536,21.104972375690608,15.91160220994475,46,-432,15.870656011893699,84.26277376800002,28.087591256000007,40.0,13.333333333333334,17.0,5.666666666666667,25.051094904000003,44.0,0.5693430660000001,26.189781036000003,46.0,0.5693430660000001,33.02189782800001,58.0,0.5693430660000001,18.0,10.0,12.0,10.0,5.0,2.0,3.4904013961605584,4.712041884816754,2.6178010471204187,3.1413612565445024,0.845771144278607,1.4925373134328357,0.7462686567164178,0.2985074626865672,2.4638237943859655,2.4838098343857364,0.7774976288598888,2.7214799335961457,0.6781015038769339,1.1559112799334454,12095,Orange County,Florida
