CensusTract,County,CountyCode,ActiveSubsidies,TotalInconclusiveSubsidies,TotalInactiveSubsidies,TotalUnits,StudioOneBedroomUnits,TwoBedroomUnits,ThreePlusBedroomUnits,FairMarketRent_2BR,total-households,total-renter-occupied-households,total-owner-occupied-households,total-owner-occupied-households-mortgage,median-gross-rent,median-household-income,median-property-value,median-monthly-housing-cost,pct-white,pct-af-am,pct-hispanic,pct-am-indian,pct-asian,pct-nh-pi,pct-multiple,pct-other,pct-below-poverty-level,households-children,single-parent-household,older-adult-alone,level-of-education,immigrant-status,english-fluency,drive-to-work,public-transport-to-work,vacant-properties,live-in-mobile-home,pct-renter-occupied,pct-owner-occupied,pct-owner-occupied-mortgage,pct-owner-occupied-without-mortgage,median-house-age,pct-non-white,pct-without-health-insurance,total-evictions,avg-evictions,total-foreclosure-sales,avg-foreclosure-sales,total-lien-foreclosures,avg-lien-foreclosures,total-evictions-2017,eviction-filings-2017,eviction-rate-2017,total-evictions-2018,eviction-filings-2018,eviction-rate-2018,total-evictions-2019,eviction-filings-2019,eviction-rate-2019,foreclosure-sales-2017,foreclosure-sales-2018,foreclosure-sales-2019,lien-foreclosures-2017,lien-foreclosures-2018,lien-foreclosures-2019,avg-foreclosure-rate,foreclosure-rate-2017,foreclosure-rate-2018,foreclosure-rate-2019,avg-lien-foreclosure-rate,lien-foreclosure-rate-2017,lien-foreclosure-rate-2018,lien-foreclosure-rate-2019,avg-eviction-rate,ratio-to-mean-foreclosure-rate,ratio-to-mean-eviction-rate,avg-housing-loss-rate,evictions-pct-total-housing-loss,housing-loss-index
12057005101.0,Hillsborough,12057.0,7,0,1,133.33333333333334,76.0,41.333333333333336,20.666666666666668,1910.0,1413,1086,327,243,1490,51331,302800,2081,1120,141,306,0,50,0,28,74,-888888888,5,111,423,221,160,1332,715,19,283,0,76.85774946921444,23.142250530785564,17.197452229299362,5.9447983014862,16,-1020,7.852314092563703,25.906666689,8.635555563,146.0,48.66666666666666,14.0,4.666666666666667,3.093333336,8.0,0.386666667,8.120000007,21.0,0.386666667,14.693333346,38.0,0.386666667,52.0,47.0,47.0,5.0,6.0,3.0,20.02743484224965,21.39917695473251,19.34156378600823,19.34156378600823,1.4271151885830786,1.529051987767584,1.834862385321101,0.9174311926605504,0.7951708621546961,28.37779063634944,0.3510285951279371,4.311679626009531,0.1507019313908768,2.842271060306836
12057005700.0,Hillsborough,12057.0,1,0,1,199.0,186.0,0.0,0.0,1410.0,2196,1354,842,604,1060,64041,314300,2034,1934,113,480,52,80,0,0,17,-888888888,301,203,486,332,510,3101,2261,38,278,0,61.65755919854281,38.3424408014572,27.504553734061933,10.837887067395265,42,-1834,3.036982610825373,16.604651168,5.534883722666667,6.0,2.0,3.0,3.0,3.5581395360000005,6.0,0.593023256,4.151162792,7.0,0.593023256,8.89534884,15.0,0.593023256,4.0,1.0,1.0,3.0,0.0,0.0,0.3311258278145695,0.6622516556291391,0.1655629139072847,0.1655629139072847,0.3562945368171021,0.3562945368171021,0.0,0.0,0.4087801863121615,0.4691873667308978,0.1804562281475784,0.3848255220973783,0.7345679012957375,0.2536780418764883
12057006600.0,Hillsborough,12057.0,4,0,0,75.0,75.0,0.0,0.0,1410.0,2140,1127,1013,572,1097,55154,185200,1261,1896,171,365,0,42,0,18,13,-888888888,137,118,622,433,380,3457,2109,23,197,0,52.66355140186916,47.33644859813084,26.72897196261682,20.60747663551402,42,-1796,11.49478563151796,12.218181824,4.072727274666667,14.0,4.666666666666667,11.0,3.6666666666666665,1.527272728,4.0,0.381818182,1.90909091,5.0,0.381818182,8.781818186,23.0,0.381818182,4.0,5.0,5.0,5.0,1.0,5.0,0.815850815850816,0.6993006993006993,0.8741258741258742,0.8741258741258742,0.3619611714379729,0.4935834155972359,0.0987166831194471,0.4935834155972359,0.3613777528541851,1.1560164257215828,0.1595303989775932,0.5143845757112026,0.4660194175942259,0.3390837261174863
12057007002.0,Hillsborough,12057.0,15,0,2,222.66666666666666,34.666666666666664,104.0,84.0,1470.0,1374,1048,326,189,1070,37396,184400,1348,685,403,325,8,103,0,88,87,-888888888,159,0,208,288,270,2132,1270,104,189,34,76.27365356622998,23.72634643377001,13.75545851528384,9.970887918486172,23,-585,17.444786133631535,51.86440675200001,17.288135584000003,3.0,1.5,7.0,2.333333333333333,21.864406768,43.0,0.508474576,13.220338976,26.0,0.508474576,16.779661008,33.0,0.508474576,2.0,0.0,1.0,3.0,2.0,2.0,0.7936507936507936,1.058201058201058,0.0,0.5291005291005291,0.7157464212678937,0.9202453987730062,0.6134969325153374,0.6134969325153374,1.6496312580152674,1.124560196450247,0.7282305860794689,1.5188468540016171,0.9201623815575718,1.0012280207753397
12057007102.0,Hillsborough,12057.0,2,0,1,40.0,20.0,20.0,0.0,1470.0,1496,1097,399,293,1402,80455,650300,2929,1305,83,164,3,31,0,74,0,-888888888,269,0,258,356,167,2344,1807,4,221,0,73.3288770053476,26.671122994652407,19.585561497326204,7.085561497326204,20,-1205,2.198162729658793,16.72881357,5.57627119,1.0,1.0,1.0,1.0,5.57627119,14.0,0.398305085,3.18644068,8.0,0.398305085,7.9661017,20.0,0.398305085,0.0,1.0,0.0,0.0,0.0,1.0,0.3412969283276451,0.0,0.3412969283276451,0.0,0.2506265664160401,0.0,0.0,0.2506265664160401,0.5083200720145852,0.483599265367683,0.2243981630200857,0.4731130352517985,0.8479381444121984,0.3118774132100005
12057010210.0,Hillsborough,12057.0,2,0,0,340.0,84.0,128.0,128.0,1500.0,1562,1035,527,322,1226,68857,466200,2925,998,195,403,24,261,0,51,33,-888888888,350,38,161,514,847,2617,1568,0,201,28,66.26120358514724,33.73879641485275,20.6145966709347,13.124199743918052,666668687,-898,8.764336723652889,50.576086935,16.858695645,6.0,2.0,9.0,3.0,8.17391304,16.0,0.510869565,16.858695645,33.0,0.510869565,25.54347825,50.0,0.510869565,1.0,2.0,3.0,4.0,1.0,4.0,0.6211180124223602,0.3105590062111801,0.6211180124223602,0.9316770186335404,0.5692599620493358,0.7590132827324478,0.1897533206831119,0.7590132827324478,1.6288594826086955,0.8800905885262802,0.7190608749062953,1.3897343879882094,0.8939481267608103,0.9161167283080016
12057010402.0,Hillsborough,12057.0,4,0,0,258.0,60.0,145.0,83.0,1271.0,2360,1542,818,612,958,38197,140100,1165,1124,1095,546,25,76,0,18,22,-888888888,444,71,425,329,824,4077,2386,150,299,169,65.33898305084746,34.66101694915254,25.932203389830512,8.728813559322033,34,-1024,21.258696003882868,203.008264504,67.66942150133333,18.0,6.0,3.0,1.5,69.000000014,121.0,0.570247934,56.454545466,99.0,0.570247934,77.55371902399999,136.0,0.570247934,4.0,5.0,9.0,2.0,1.0,0.0,0.9803921568627452,0.6535947712418301,0.8169934640522877,1.4705882352941175,0.1833740831295843,0.2444987775061124,0.1222493887530562,0.0,4.388419033808906,1.389162595615011,1.93726988951332,3.4201217038687712,0.9185550819088296,2.2545536275454308
12057010501.0,Hillsborough,12057.0,1,0,1,260.0,97.0,130.0,33.0,1220.0,2268,1447,821,411,986,33699,104900,1081,537,1599,268,0,0,0,93,39,-888888888,228,68,321,171,372,4700,2050,286,321,0,63.80070546737213,36.19929453262787,18.121693121693124,18.077601410934744,41,-437,20.22139070782663,200.89670334,66.96556778,29.0,9.666666666666666,26.0,8.666666666666666,46.90989011999999,92.0,0.50989011,55.06813188,108.0,0.50989011,98.91868134,194.0,0.50989011,9.0,7.0,13.0,9.0,9.0,8.0,2.3519870235198703,2.18978102189781,1.70316301703163,3.1630170316301705,1.0556232237109215,1.0962241169305724,1.0962241169305724,0.97442143727162,4.62788996406358,3.332638246414601,2.042984457566651,4.124447494438464,0.8738563903758498,2.718847124559429
12057010805.0,Hillsborough,12057.0,10,0,1,81.2,13.0,52.333333333333336,64.0,1070.0,2044,1826,218,107,888,25266,85500,831,980,771,1009,33,14,0,53,193,-888888888,246,23,295,219,281,2713,1251,113,199,117,89.33463796477496,10.665362035225048,5.234833659491193,5.430528375733855,37,-880,26.32682690756574,297.723039236,99.24101307866664,2.0,1.0,3.0,3.0,88.512254908,154.0,0.574754902,85.063725496,148.0,0.574754902,124.147058832,216.0,0.574754902,1.0,0.0,1.0,0.0,3.0,0.0,0.9345794392523364,0.9345794392523364,0.0,0.9345794392523364,1.376146788990826,0.0,1.376146788990826,0.0,5.434885710770353,1.324248455633001,2.399233154196569,5.185774085807897,0.990024043360224,3.41847653069304
12057010808.0,Hillsborough,12057.0,2,0,0,79.0,78.0,0.0,0.0,1130.0,1066,1029,37,0,967,31684,66900,-666666666,537,300,470,25,24,0,11,169,-888888888,117,20,148,406,58,943,983,39,158,45,96.52908067542214,3.4709193245778613,0.0,3.4709193245778613,39,-437,14.755517092167892,153.022784836,51.00759494533333,3.0,1.0,1.0,1.0,39.303797475,75.0,0.524050633,51.881012667,99.0,0.524050633,61.837974694,118.0,0.524050633,1.0,1.0,1.0,1.0,0.0,0.0,inf,inf,inf,inf,2.702702702702702,2.702702702702702,0.0,0.0,4.957006311499837,inf,2.1882730421623373,5.054188041334628,0.9807720391406076,3.331734648506222
12057010810.0,Hillsborough,12057.0,2,0,0,180.0,90.0,90.0,0.0,1320.0,1673,1412,261,140,1154,61782,230100,1579,1148,326,190,0,147,0,13,39,-888888888,175,42,373,519,377,2488,1945,0,147,0,84.39928272564255,15.600717274357445,8.368200836820083,7.232516437537358,20,-1048,11.316079295154186,55.270588248,18.423529416,7.0,2.333333333333333,2.0,1.0,15.35294118,30.0,0.511764706,24.052941182,47.0,0.511764706,15.864705886,31.0,0.511764706,1.0,1.0,5.0,0.0,1.0,1.0,1.6666666666666667,0.7142857142857143,0.7142857142857143,3.571428571428571,0.3831417624521072,0.0,0.3831417624521072,0.3831417624521072,1.3047825365439094,2.361576412545519,0.5759969366953116,1.3374267235395187,0.8875873795808438,0.8816353721335052
12057010817.0,Hillsborough,12057.0,3,0,2,148.0,16.0,88.0,44.0,1130.0,1791,1198,593,198,783,23521,70100,1078,1139,434,968,12,32,0,37,137,-888888888,189,27,289,170,446,1951,1141,95,121,722,66.89000558347293,33.10999441652708,11.055276381909549,22.054718034617533,39,-1039,29.251984956122023,192.439849647,64.146616549,3.0,1.5,1.0,1.0,65.849624068,116.0,0.567669173,63.578947376,112.0,0.567669173,63.011278203,111.0,0.567669173,1.0,0.0,2.0,0.0,1.0,0.0,0.7575757575757576,0.5050505050505051,0.0,1.0101010101010102,0.1686340640809443,0.0,0.1686340640809443,0.0,5.354475504924875,1.073443823884327,2.3637360265535863,4.7024796954871055,0.9771503836929604,3.099887540237656
12057011003.0,Hillsborough,12057.0,1,0,0,160.0,81.0,55.0,24.0,1330.0,2205,1502,703,411,882,41625,144000,1360,1408,354,755,0,107,0,196,140,-888888888,227,14,437,632,533,2839,2052,26,187,378,68.11791383219955,31.882086167800452,18.639455782312925,13.242630385487528,34,-1308,17.289073305670815,138.95348841100002,46.31782947033334,9.0,3.0,3.0,1.5,51.162790712,88.0,0.581395349,38.372093034,66.0,0.581395349,49.418604665,85.0,0.581395349,3.0,2.0,4.0,1.0,0.0,2.0,0.7299270072992701,0.7299270072992701,0.48661800486618,0.97323600973236,0.2133712660028449,0.1422475106685633,0.0,0.2844950213371266,3.083743639835775,1.0342670419907385,1.3613202509622049,2.578036041313818,0.9391700723203033,1.699448444279674
12057011412.0,Hillsborough,12057.0,3,0,0,160.0,80.0,80.0,0.0,1500.0,1438,702,736,363,1213,56944,178600,1319,1153,151,376,0,51,0,60,23,-888888888,215,70,352,265,485,2171,1473,8,101,252,48.817802503477054,51.18219749652295,25.24339360222531,25.938803894297635,31,-1053,16.402439024390244,25.81720428,8.605734759999999,9.0,3.0,3.0,1.5,11.06451612,21.0,0.52688172,6.84946236,13.0,0.52688172,7.903225799999999,15.0,0.52688172,4.0,3.0,2.0,0.0,1.0,2.0,0.8264462809917356,1.1019283746556474,0.8264462809917356,0.5509641873278237,0.2038043478260869,0.0,0.1358695652173913,0.2717391304347826,1.2258881424501422,1.1710296260556292,0.5411689649469992,1.0897403530516432,0.7415071029936238,0.7183598359309994
12057011414.0,Hillsborough,12057.0,8,0,0,208.0,44.0,96.0,116.0,1500.0,2916,1480,1436,1056,1192,60796,192200,1270,2096,595,1169,20,42,0,81,82,-888888888,394,33,559,736,1512,4201,3281,109,226,41,50.75445816186557,49.24554183813443,36.21399176954733,13.031550068587103,28,-1996,11.70118155253462,51.573604117,17.191201372333335,27.0,9.0,4.0,2.0,17.868020324,44.0,0.406091371,10.152284275,25.0,0.406091371,23.553299518000003,58.0,0.406091371,11.0,8.0,8.0,2.0,0.0,2.0,0.8522727272727272,1.0416666666666663,0.7575757575757576,0.7575757575757576,0.1392757660167131,0.1392757660167131,0.0,0.1392757660167131,1.161567660292793,1.2076243018698674,0.5127746542846785,1.0327760793506835,0.6563731509656137,0.6808088301385117
12057011803.0,Hillsborough,12057.0,10,1,0,148.16666666666666,58.6,76.66666666666667,24.0,1270.0,2813,1965,848,550,1016,45981,188100,1412,2220,257,1413,0,124,0,49,163,-888888888,252,120,555,379,1237,2387,3118,39,157,0,69.85424813366514,30.145751866334876,19.55207963028795,10.593672236046924,34,-2120,19.34756464221287,92.10169497,30.70056499,10.0,3.333333333333333,16.0,5.333333333333333,27.145762728,56.0,0.484745763,26.661016965,55.0,0.484745763,38.294915277,79.0,0.484745763,3.0,2.0,5.0,8.0,3.0,5.0,0.6060606060606061,0.5454545454545455,0.3636363636363636,0.9090909090909092,0.6289308176100629,0.9433962264150944,0.3537735849056604,0.589622641509434,1.5623697195928754,0.8587550591074614,0.6897089340685887,1.3532365138502318,0.902058432987442,0.8920572293602322
12057012002.0,Hillsborough,12057.0,6,0,0,88.0,18.0,54.0,88.0,1260.0,1324,561,763,508,1068,34104,97300,1075,597,582,345,1,0,0,27,117,-888888888,216,14,211,249,448,2480,1140,6,163,53,42.37160120845921,57.62839879154078,38.36858006042296,19.259818731117825,51,-497,19.941563184806427,104.022346372,34.674115457333336,19.0,6.333333333333333,1.0,1.0,28.659217878,54.0,0.530726257,28.659217878,54.0,0.530726257,46.703910616,88.0,0.530726257,10.0,4.0,5.0,1.0,0.0,0.0,1.246719160104987,1.968503937007874,0.7874015748031495,0.984251968503937,0.1310615989515072,0.1310615989515072,0.0,0.0,6.180769243731433,1.7665335369434985,2.7285038319411137,3.836056949547865,0.8455565142405346,2.528739284713432
12057012103.0,Hillsborough,12057.0,12,0,3,110.33333333333333,8.0,86.0,64.0,1110.0,2750,1848,902,587,1135,41827,95700,1090,1527,751,605,0,327,0,29,116,-888888888,492,16,362,257,200,4474,2518,0,170,657,67.2,32.800000000000004,21.345454545454544,11.454545454545457,23,-1427,12.880414193711326,179.42406309999998,59.808021033333326,13.0,4.333333333333333,12.0,6.0,57.826429975,107.0,0.540433925,55.664694275,103.0,0.540433925,65.93293885,122.0,0.540433925,4.0,3.0,6.0,5.0,7.0,0.0,0.7382169222032936,0.6814310051107325,0.5110732538330494,1.0221465076660987,0.6651884700665188,0.5543237250554324,0.7760532150776054,0.0,3.236364774531024,1.0460134024903491,1.4286949311079695,2.63414186310746,0.9324408819221112,1.7364335562153652
12057012104.0,Hillsborough,12057.0,8,0,1,173.0,32.0,92.0,49.0,1110.0,2564,1668,896,499,945,38862,119700,1142,1635,669,623,0,0,0,74,186,-888888888,456,10,344,259,443,4506,2075,0,426,1120,65.05460218408736,34.945397815912635,19.46177847113885,15.48361934477379,34,-1535,12.656364974245768,192.590164092,64.196721364,15.0,5.0,4.0,1.3333333333333333,68.163934482,126.0,0.540983607,56.262295128000005,104.0,0.540983607,68.163934482,126.0,0.540983607,3.0,7.0,5.0,1.0,1.0,2.0,1.002004008016032,0.6012024048096193,1.402805611222445,1.002004008016032,0.1488095238095238,0.1116071428571428,0.1116071428571428,0.2232142857142857,3.8487243023980815,1.4197854183640393,1.6990213666087737,3.193203570096908,0.9277422412299252,2.1049685700685337
12057012107.0,Hillsborough,12057.0,3,0,1,32.0,10.0,23.0,0.0,1350.0,1686,738,948,501,1025,43654,151600,1196,1415,138,332,8,29,0,32,64,-888888888,176,39,307,268,304,3198,1634,0,206,240,43.77224199288256,56.22775800711744,29.7153024911032,26.51245551601423,42,-1315,15.427302996670369,45.68750003400001,15.229166678000004,14.0,4.666666666666667,4.0,2.0,18.364583347000003,41.0,0.447916667,10.302083341,23.0,0.447916667,17.020833346000003,38.0,0.447916667,5.0,6.0,3.0,3.0,1.0,0.0,0.9314703925482368,0.998003992015968,1.1976047904191618,0.5988023952095809,0.210970464135021,0.3164556962025316,0.1054852320675105,0.0,2.0635727205962064,1.3198431048158588,0.9109652623492368,1.6057976872208772,0.7654450263116209,1.0585462490216704
12057012212.0,Hillsborough,12057.0,7,0,0,297.3333333333333,46.666666666666664,157.33333333333334,93.33333333333333,1310.0,1636,1276,360,291,1069,41250,216100,1328,970,593,410,0,29,0,19,25,-888888888,280,0,413,399,231,2305,1383,6,263,0,77.99511002444987,22.00488997555012,17.78728606356968,4.21760391198044,24,-870,13.27319587628866,130.53237422400002,43.51079140800001,8.0,2.6666666666666665,3.0,1.5,40.920863348000005,79.0,0.517985612,41.43884896,80.0,0.517985612,48.172661916,93.0,0.517985612,3.0,2.0,3.0,2.0,0.0,1.0,0.9163802978235966,1.0309278350515465,0.6872852233676976,1.0309278350515465,0.4166666666666667,0.5555555555555556,0.0,0.2777777777777778,3.409936630721004,1.298461257756986,1.5053183182716,2.946870330227612,0.9422517657348138,1.9425850212889344
12057012301.0,Hillsborough,12057.0,1,0,1,120.0,32.0,72.0,16.0,1310.0,2457,758,1699,1072,1054,59688,159300,1318,1828,358,627,37,159,0,61,14,-888888888,442,52,274,447,624,4368,2708,32,169,46,30.85063085063085,69.14936914936915,43.63044363044363,25.51892551892552,36,-1728,19.47511831349491,48.292682976,16.097560992000002,23.0,7.666666666666667,8.0,2.6666666666666665,19.674796768,44.0,0.447154472,13.41463416,30.0,0.447154472,15.203252048,34.0,0.447154472,7.0,6.0,10.0,1.0,2.0,5.0,0.7151741293532339,0.6529850746268656,0.5597014925373134,0.9328358208955224,0.1569550716107514,0.0588581518540317,0.1177163037080635,0.2942907592701589,2.123688785224275,1.013363012846025,0.9375035306829496,1.2985916753369764,0.6773862472290076,0.8560352016185488
